GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Occupied,Margin of Error; Total: - Occupied,Estimate; Total: - Vacant,Margin of Error; Total: - Vacant
0400000US09,09,Connecticut,1475657,403,1359218,2943,116439,3016
0500000US09001,09001,"Fairfield County, Connecticut",358132,718,331782,1379,26350,1306
0500000US09003,09003,"Hartford County, Connecticut",371798,680,347625,1455,24173,1250
0500000US09005,09005,"Litchfield County, Connecticut",86607,336,76688,553,9919,651
0500000US09007,09007,"Middlesex County, Connecticut",74021,396,66975,762,7046,587
0500000US09009,09009,"New Haven County, Connecticut",359509,767,330785,1492,28724,1209
0500000US09011,09011,"New London County, Connecticut",119778,427,106590,1068,13188,851
0500000US09013,09013,"Tolland County, Connecticut",57294,395,54452,638,2842,456
0500000US09015,09015,"Windham County, Connecticut",48518,221,44321,566,4197,510
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,123,0,123,0,123
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",6818,405,6590,366,228,114
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",59919,979,52281,862,7638,594
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",6274,198,5869,179,405,172
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",32023,690,29552,601,2471,405
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",7051,178,6713,145,338,136
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2561,97,2438,84,123,75
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",20537,516,19220,460,1317,277
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",24551,566,22483,443,2068,305
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",6755,193,6584,199,171,128
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",7203,239,6767,199,436,161
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",5396,205,4729,168,667,174
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",9450,270,8851,209,599,181
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",38025,643,35133,662,2892,430
